IDa	IDb
P20618	P78358
P20618	Q8IUB9
P20618	Q3LI76
P20618	P60323
P20618	Q13360
P20618	Q58EX7
P20618	Q6NX45
P20618	Q5T751
P20618	Q9NP55
P20618	Q9HCM9
P20618	P14373
P20618	Q6A162
P20618	P0C7X2
P20618	Q5T754
P20618	Q3SYF9
P20618	Q6GQQ9
P20618	P78358
P20618	S4R367
P20618	Q8IUC3
P20618	P78356
O76039	P40692
O76039	Q08379
Q96NX5	P60410
Q96NX5	P60331
O95544	Q8TBB1
O95544	O76003
O95544	Q49AN0
O95544	Q9H5Z6
O95544	O00560
O95544	Q6ZVK8
Q7Z6R9	Q9ULX6
Q7Z6R9	Q9Y2Y4
Q7Z6R9	Q92567
Q7Z6R9	Q13077
Q7Z6R9	Q9H0C1
Q7Z6R9	P78337
Q7Z6R9	Q9UQM7
Q7Z6R9	P40692
Q7Z6R9	Q9Y2M5
Q7Z6R9	Q15323
Q7Z6R9	Q9BWT7
Q7Z6R9	Q8TAP6
Q7Z6R9	O43482
Q7Z6R9	P13807
Q7Z6R9	Q08117
Q7Z6R9	Q9BYD5
Q7Z6R9	O95994
Q7Z6R9	Q63HR2
Q7Z6R9	A0A140TA69
Q7Z6R9	Q96NT3
Q7Z6R9	Q8ND83
Q7Z6R9	Q6UY14
Q7Z6R9	Q8WTU2
Q7Z6R9	O43184
Q7Z6R9	Q8IWZ5
Q7Z6R9	O95429
Q7Z6R9	P28070
Q7Z6R9	Q9UKT9
Q7Z6R9	O43609
Q7Z6R9	Q9Y4B4
Q7Z6R9	Q92574
Q7Z6R9	Q70EL1
Q7Z6R9	Q96N21
Q7Z6R9	A5D8V6
Q7Z6R9	P35452
Q7Z6R9	Q96LM6
Q7Z6R9	Q8IUC1
Q7Z6R9	Q3LI64
Q7Z6R9	O15304
Q7Z6R9	Q3LI70
Q7Z6R9	Q3LI66
Q7Z6R9	Q3LHN2
Q7Z6R9	Q3LI76
Q7Z6R9	P60410
Q7Z6R9	Q07627
Q7Z6R9	Q58EX7
Q7Z6R9	Q0VD86
Q7Z6R9	A8MQ03
Q7Z6R9	Q6PEX3
Q7Z6R9	Q5T749
Q7Z6R9	P67870
Q7Z6R9	Q9BYQ3
Q7Z6R9	P60328
Q7Z6R9	Q6NVV7
Q7Z6R9	Q8IZ63
Q7Z6R9	P0C7H8
Q7Z6R9	ENSP00000375482
Q7Z6R9	Q9BYR9
Q7Z6R9	A8MTA8
Q7Z6R9	ENSP00000344420
Q7Z6R9	Q9BYQ4
Q7Z6R9	Q3SYF9
Q7Z6R9	P60409
Q7Z6R9	Q8IUC3
O43739	Q9P1Z2
O43739	P80217
O43739	Q8WWN9
O43739	P53365
O43739	Q969H4
O43739	Q96HB5
O43739	Q8N0S2
Q16563	Q8N0V3
Q16563	P30405
Q16563	O00560
Q16563	Q96Q77
Q16563	Q9BW92
Q16563	P40426
Q16563	Q53QW1
Q16563	Q9NP61
P49447	Q8NFU1
P49447	Q9NQQ7
P49447	Q13520
P49447	O00767
P49447	Q13323
P49447	P09601
P49447	Q9P0L0
P49447	Q04941
P49447	Q9NVC3
P49447	O14735
P49447	P11912
P49447	Q14318
P49447	O15155
P49447	O43889
P49447	O14653
P49447	P35372
P49447	Q12981
P49447	Q08426
P49447	Q96HR9
P49447	Q6PI48
P49447	Q96IW7
P49447	Q53FV1
P49447	O95292
P49447	Q9Y282
P49447	Q9UJ14
P49447	Q5BJH2
P49447	Q9UKR5
P49447	Q9BZV2
P49447	Q9NUH8
P49447	Q8TAZ6
P49447	Q9NY26
P49447	Q15125
P49447	Q8N6R1
P49447	Q9NXF8
P49447	Q92838
P49447	Q96CE8
P49447	Q8TED1
P49447	Q6PI78
P49447	Q8WWF3
P49447	Q9NP94
P49447	Q13277
P49447	Q96NA8
P49447	Q9UBY5
P49447	Q8TDT2
P49447	P17152
P49447	P52803
P49447	Q7Z7N9
P49447	Q86W74
P49447	Q6ZT21
P49447	Q96F15
P49447	Q8TAF8
P49447	Q9Y385
P49447	Q99942
P49447	P57105
P49447	Q9NSU2
P49447	O95484
P49447	Q9NWH2
P49447	B2RUZ4
Q3KR16	Q53EZ4
Q9UHA2	Q15006
Q9UHA2	P63215
Q9UHA2	Q9H869
Q9UHA2	Q86X19
Q9UHA2	Q86Y78
Q9UHA2	Q9P267
P10620	Q14802
P10620	P01133
P10620	P01282
P10620	O75084
P10620	O14798
P10620	Q96PQ1
Q16526	Q99750
Q16526	Q13191
Q16526	Q12933
Q16526	O15162
Q16526	Q9BQ66
Q14938	Q14938
Q14938	P40692
Q14938	Q8N883
Q14938	O00712
Q14938	Q2TAL8
Q9NPA2	P50222
Q13387	P31273
O75534	Q8IV36
O75534	Q9H3H3
O75534	Q8IZU0
Q15386	Q08379
P23759	Q9NSC5
P23759	Q96A72
P23759	Q9NX04
P23759	Q8WUE5
P23759	Q99828
P23759	Q3SYF9
Q6PHW0	Q86WT6
Q9Y228	Q76N32
Q9Y228	Q9H169
Q9Y228	Q9UGI0
Q9Y228	Q53GL0
Q9Y228	Q68CJ9
Q9Y228	P23497
Q9Y228	Q9H4L5
Q9Y228	O75208
Q9Y228	Q9BTA9
Q9Y228	Q8N350
Q9Y228	Q9UBB9
Q9Y228	P50402
Q9Y228	Q12846
Q9Y228	Q16623
Q9Y228	P24863
Q9Y228	Q8NHQ1
Q9Y228	Q5T7V8
Q9Y228	Q5JX71
Q9Y228	Q96JN2
Q9Y228	O43586
Q9Y228	Q969F0
Q9Y228	O00559
Q9Y228	Q9NQ86
Q9Y228	Q8N6L0
Q9Y228	Q9H0H5
Q9Y228	Q96M89
Q9Y228	Q96GN5
Q9Y228	Q7Z5B4
Q9Y228	Q7Z7G2
Q9Y228	Q9GZM8
Q9Y228	Q6P4E1
Q9Y228	A6NC98
Q9Y228	Q9GZY8
Q9Y228	Q9UPX6
Q9Y228	Q7Z3Y8
Q9Y228	O60232
Q9Y228	Q8IUY3
Q9Y228	Q8N386
Q9Y228	Q8IV31
Q9Y228	P34910
Q9Y228	Q5EBL4
Q9Y228	A6NEM1
Q9Y228	Q96JM7
Q9Y228	Q9H400
Q9Y228	P43628
Q9NP79	Q7Z6G3
Q9NP79	Q9UI14
Q9NP79	Q05516
Q9NP79	P24863
Q9NP79	Q53G59
Q9NP79	Q9HD42
Q9NP79	P11802
Q9NP79	Q9NS73
Q9NP79	P49247
Q9NP79	P35520
Q9NP79	Q7Z7J5
Q9NP79	O60232
Q9NP79	Q8WZ19
Q9NP79	P43364
Q9NP79	Q14596
Q9NP79	Q15561
Q9NP79	Q7LBR1
Q9NP79	P0DN79
Q96S59	P24385
Q96S59	Q96KP1
Q8N6R0	P09012
Q8N6R0	Q12933
Q8N6R0	Q9NVV9
Q8N6R0	Q8N1B4
Q9NR20	O15344
O95772	Q9UBK5
P21926	Q2M2E3
Q9HCP6	A0A0C4DG49
Q9HCP6	Q9Y680
Q9HCP6	Q5JX71
Q9HCP6	Q9Y282
Q9HCP6	Q8N5K1
Q9HCP6	Q96L08
Q9HCP6	Q9H2A7
Q9HCP6	Q8WVX3
Q9HCP6	Q8TED1
Q9HCP6	Q7Z7G2
Q9HCP6	Q8TBE3
Q9HCP6	Q8TDT2
Q9HCP6	Q86WK6
Q9HCP6	Q7Z536
Q9HCP6	Q9Y320
Q9HCP6	Q7Z6M3
Q0D2I5	Q15027
Q0D2I5	Q9BT92
Q0D2I5	Q13426
Q0D2I5	Q96D59
Q9BWX1	Q9Y2X8
Q9BWX1	P62837
Q9NS98	Q9BSY9
Q9BT04	Q9BU20
P98182	Q14192
Q53EV4	Q53EZ4
Q96GD3	Q9UM19
Q96GD3	Q9UMX0
Q96GD3	Q9UHJ3
Q96GD3	Q5VUG0
Q96GD3	P43365
P06241	P56945
P06241	Q9Y2H0
P06241	Q9Y2W2
P06241	O43281
P06241	P50222
P06241	Q13191
P06241	Q9UJM3
P06241	O95429
P06241	Q86YD7
P06241	Q8N9I9
Q01740	O95214
Q01740	Q3KNW5
Q01740	Q5SR56
Q01740	Q9H6H4
Q01740	Q7Z429
A0A024RAC6	Q15276
A0A024RAC6	Q9Y250
A0A024RAC6	Q9NQX0
A0A024RAC6	O60447
A0A024RAC6	Q4V328
A0A024RAC6	Q9UJV3
A0A024RAC6	Q96IK5
A0A024RAC6	C9JAW2
A0A024RAC6	C9J8U1
A0A024RAC6	O14744
A0A024RAC6	Q9Y2I6
A0A024RAC6	O15344
A0A024RAC6	Q9BQD3
A0A024RAC6	O94972
A0A024RAC6	Q86X02
A0A024RAC6	O95198
A0A024RAC6	Q9BYV9
A0A024RAC6	Q99750
A0A024RAC6	Q8NHQ1
A0A024RAC6	P51114
A0A024RAC6	O14526
A0A024RAC6	Q13136
A0A024RAC6	O15055
A0A024RAC6	Q9BYV2
A0A024RAC6	O00444
A0A024RAC6	F8WBY9
A0A024RAC6	Q96HR8
A0A024RAC6	Q15025
A0A024RAC6	Q9NYA3
A0A024RAC6	Q96RE7
A0A024RAC6	Q15742
A0A024RAC6	Q8NI38
A0A024RAC6	E7ES00
A0A024RAC6	Q8N137
A0A024RAC6	P23508
A0A024RAC6	Q8NA61
A0A024RAC6	Q96AA8
A0A024RAC6	Q2TAC2
A0A024RAC6	Q8IZU0
A0A024RAC6	Q3KQV3
A0A024RAC6	Q8IYX8
A0A024RAC6	Q63ZY3
A0A024RAC6	Q6A162
A0A024RAC6	Q8IX15
A0A024RAC6	O95073
O95372	Q0VD86
Q8WTS1	P51793
Q8WTS1	Q9Y371
Q8WTS1	Q9NQG6
Q8WTS1	O43399
Q8WTS1	Q9Y225
Q8WTS1	Q8N0V3
Q8WTS1	O60664
Q8WTS1	A6NKB5
Q8WTS1	Q05329
Q8WTS1	Q9NUH8
Q8WTS1	Q8N4M1
Q8WTS1	Q99541
Q8WTS1	P48058
Q8WTS1	Q9BVN2
Q8WTS1	Q8NI60
Q8WTS1	Q5T4B2
Q8WTS1	Q6PEW1
Q8WTS1	Q5JXX7
Q8WTS1	O00258
Q8WTS1	Q6ZPD8
Q8WTS1	Q00G26
P23352	P61601
P23352	Q9UMX0
Q9ULX6	Q9UPU9
Q9ULX6	Q9NQL9
Q9ULX6	P78337
Q9ULX6	Q9HBE1
Q9ULX6	Q96RU7
Q9ULX6	P33240
Q9ULX6	Q9ULV5
Q9ULX6	Q08117
Q9ULX6	P29597
Q9ULX6	Q9Y5R4
Q9ULX6	Q9Y5E9
Q9ULX6	Q16512
Q9ULX6	Q9H0I2
Q9ULX6	P09234
Q9ULX6	Q13227
Q9ULX6	O43559
Q9ULX6	A0A0C4DG21
Q9ULX6	Q02930
Q9ULX6	Q96HB5
Q9ULX6	Q01085
Q9ULX6	Q15915
Q9ULX6	Q9Y2V2
Q9ULX6	Q96M29
Q9ULX6	Q8IYX7
Q9ULX6	Q8TEC5
Q9ULX6	Q96A09
Q9ULX6	Q8N4L8
Q9ULX6	Q9BVN2
Q9ULX6	Q7Z5V6
Q9ULX6	P54646
Q9ULX6	Q9UBV8
Q9ULX6	Q8WW24
Q9ULX6	Q8TAP9
Q9ULX6	Q8NE01
Q9ULX6	Q9BTL3
Q9ULX6	Q12950
Q9ULX6	Q8N5M1
Q9ULX6	Q8WU58
Q9ULX6	Q8NEC5
Q9ULX6	Q3SY00
Q9ULX6	Q86VE0
Q9ULX6	Q64LD2
Q9ULX6	Q9H0L4
Q9ULX6	Q9NP98
Q9ULX6	Q8N895
Q9ULX6	Q14129
Q9ULX6	O14964
Q9ULX6	Q494U1
Q9ULX6	Q14D33
Q9ULX6	Q0VD86
Q9ULX6	Q14657
Q9ULX6	A8K8V0
Q9ULX6	Q5T749
Q9ULX6	O95872
Q9ULX6	P62328
Q9NWF9	Q92567
Q9NWF9	O15037
Q9NWF9	O75808
Q9NWF9	P45974
Q9NWF9	P21580
Q9NWF9	Q96CV9
Q9NWF9	Q9BSL1
Q9NWF9	Q8TF42
Q9NWF9	O14933
Q9NWF9	Q14149
Q9NWF9	P57075
Q9NWF9	Q8N6M9
Q9NWF9	Q8N3F0
Q9NWF9	Q5VVQ6
Q9NWF9	P68036
Q6DKK2	Q96C01
Q6DKK2	Q9NQL9
Q6DKK2	P07954
Q6DKK2	P12872
Q6DKK2	O00746
Q6DKK2	Q9H788
Q6DKK2	Q9H0W8
Q6DKK2	P78424
Q6DKK2	P09455
Q6DKK2	Q9H8Y8
Q6DKK2	Q13207
Q6DKK2	Q9H1P6
Q6DKK2	Q9Y2K6
Q6DKK2	A0A1B0GV97
Q6DKK2	Q9C0B1
Q6DKK2	Q9BVN2
Q6DKK2	P0CG20
Q6DKK2	Q9BRK3
Q6DKK2	Q04864
Q6DKK2	Q70EL1
Q6DKK2	Q15742
Q6DKK2	Q5JTJ3
Q6DKK2	O43679
Q6DKK2	P35452
Q6DKK2	P21549
Q6DKK2	Q8IYA8
Q6DKK2	O15273
Q6DKK2	A8K0Z3
Q6DKK2	Q9NRA8
Q6DKK2	Q6ZSJ9
Q6DKK2	Q9NTX9
Q6DKK2	P07741
Q6DKK2	Q96JM7
Q6DKK2	O95872
Q6DKK2	P0C7X2
Q6DKK2	Q8N1D0
P26599	P26599
P26599	P09012
P26599	Q13137
P26599	P98175
C8C3P2	O43189
O43581	Q8IUQ4
Q9NQW6	Q8NA82
Q9NXS2	Q6UX06
Q9NXS2	Q5BVD1
Q76N32	Q99598
Q76N32	Q8N6Y0
Q76N32	Q14746
Q76N32	Q13363
Q76N32	P56545
Q76N32	O14964
Q9Y2Y4	Q9Y2Y4
Q9Y2Y4	Q13554
Q9Y2Y4	Q92625
Q9Y2Y4	P78337
Q9Y2Y4	Q9UQM7
Q9Y2Y4	Q9HBE1
Q9Y2Y4	O14787
Q9Y2Y4	Q9UH92
Q9Y2Y4	P54253
Q9Y2Y4	P55273
Q9Y2Y4	Q9BQY4
Q9Y2Y4	P51451
Q9Y2Y4	Q99932
Q9Y2Y4	Q9BRT3
Q9Y2Y4	Q68D86
Q9Y2Y4	O95231
Q9Y2Y4	Q8N9W6
Q9Y2Y4	Q93062
Q9Y2Y4	Q8TDS5
Q9Y2Y4	O43711
Q9Y2Y4	Q6ZRY4
Q9Y2Y4	P52597
Q9Y2Y4	Q96LM6
Q9Y2Y4	O75553
Q9Y2Y4	Q9H0F6
Q9Y2Y4	Q15038
Q9Y2Y4	Q8IUC2
Q9Y2Y4	Q3LI64
Q9Y2Y4	Q9NZC7
Q9Y2Y4	Q3LI66
Q9Y2Y4	Q3LI76
Q9Y2Y4	Q3LI72
Q9Y2Y4	P86481
Q9Y2Y4	P86496
Q9Y2Y4	ENSP00000375482
Q9Y2Y4	ENSP00000426769
Q9Y2Y4	P0C7T5
Q9Y2Y4	P86480
Q9Y2Y4	P86479
Q9Y2Y4	P86478
Q9Y2Y4	A0A0J9YYJ7
Q9Y2Y4	Q8IYR0
O43914	Q8N2M4
O43914	Q969S0
Q96B96	Q96IW7
Q96B96	Q05329
Q96B96	Q96HH6
Q96B96	Q17RD7
Q96B96	P04271
Q96B96	Q9UGQ2
Q96B96	Q8NI60
Q96B96	Q6P1K1
P07992	Q8N6Y0
P07992	P23025
P07992	Q96S82
P07992	Q9H9H4
P07992	O95995
P07992	Q13064
P07992	Q96GJ1
P20273	Q9NV12
P20273	Q96HA8
P20273	Q86W74
Q13214	Q15645
Q13214	Q9BWT7
Q13214	Q9NRD5
Q13214	P41227
Q13214	Q99750
Q13214	Q8N9W6
Q13214	O75031
Q13214	Q6ZRY4
Q13214	Q3LI72
Q13214	P60410
Q13214	Q07627
Q13214	A8MQ03
Q13214	Q5T749
Q13214	P60411
Q13214	P59991
Q13214	P26371
Q13214	Q7Z3S9
Q13214	A0A087WUL8
O43900	O00204
O43909	P54253
Q96RI1	P48443
Q96RI1	P28702
Q9NYP7	Q9NUM3
Q9NYP7	O15400
Q9NYP7	P09601
Q9NYP7	Q04941
Q9NYP7	P30519
Q9NYP7	O14653
Q9NYP7	P24593
Q9NYP7	Q9BU79
Q9NYP7	Q96NA8
Q9NYP7	Q9NZG7
Q9NYP7	O14523
Q9NYP7	Q8N2H4
Q9NYP7	P57105
P09917	P50222
P09917	P14061
P09917	Q6UWX4
P09917	Q9P0N9
P09917	Q6PII3
P09917	P31025
P09917	Q04864
P09917	Q8N0S2
P09917	A0A6E1W0W4
P09917	Q96MT8
P09917	Q8IYX8
P09917	Q86Y26
P09917	A6NGQ2
P09917	O43716
Q9P1Z2	P60520
Q9P1Z2	Q96CN7
Q9P1Z2	Q6B8I1
Q9P1Z2	O14777
Q9P1Z2	O76064
Q9P1Z2	Q8TC07
Q9P1Z2	Q9H0I2
Q9P1Z2	Q9H0R8
Q9P1Z2	Q96NC0
Q9P1Z2	Q2TBE0
Q9P1Z2	P54646
Q9P1Z2	P53672
Q9P1Z2	Q3B820
Q9P1Z2	Q13515
Q9P1Z2	P19012
Q9P1Z2	Q96LK0
Q9P1Z2	P15407
Q8N806	Q13352
Q9NZN3	Q9H4M9
Q9NZN3	Q15041
P43686	P62195
P43686	O75832
Q9Y2E5	Q92624
Q9Y2E5	Q9Y680
Q9Y2E5	Q8N5K1
Q9Y2E5	Q96BA8
Q9Y2E5	Q8TED1
Q9Y2E5	O95279
Q9Y2E5	Q7Z7G2
Q9Y2E5	Q9H400
Q9Y2E5	Q9BYR7
Q8TBB6	Q96PD2
Q8TBB6	Q99685
Q8TBB6	Q14162
Q8TBB6	Q9Y680
Q8TBB6	O00767
Q8TBB6	Q7Z2K6
Q8TBB6	Q9NZ01
Q8TBB6	O15155
Q8TBB6	Q9NS00
Q8TBB6	Q13651
Q8TBB6	Q12981
Q8TBB6	O75063
Q8TBB6	Q9BSR8
Q8TBB6	Q9Y5Z9
Q8TBB6	Q5JX71
Q8TBB6	Q9UHX3
Q8TBB6	O95236
Q8TBB6	Q5BJH2
Q8TBB6	P27352
Q8TBB6	Q9BUN8
Q8TBB6	Q12982
Q8TBB6	P19397
Q8TBB6	Q9NVV5
Q8TBB6	Q969F0
Q8TBB6	P30273
Q8TBB6	O95159
Q8TBB6	Q5NDL2
Q8TBB6	Q9NRQ5
Q8TBB6	Q96DZ9
Q8TBB6	Q9BQB6
Q8TBB6	P42857
Q8TBB6	Q9GZY8
Q8TBB6	Q8N4V1
Q8TBB6	Q9NZG7
Q8TBB6	Q6RW13
Q8TBB6	Q5JXX7
Q8TBB6	Q96EC8
Q8TBB6	Q8IXB3
Q8TBB6	Q9ULC5
Q8TBB6	Q9P0B6
Q8TBB6	Q8IY26
Q8TBB6	Q16873
Q8TBB6	Q9NSU2
Q8TBB6	P63027
Q8TBB6	G3V1M9
Q8TBB6	Q8NHW4
O75508	O43557
O75508	P26715
O75508	O43278
O75508	Q8TBE3
O75508	ENSP00000380646
O75508	A0PJX4
O75508	Q86WK6
O75508	Q6UWD8
O75508	P21754
O75508	Q9BZL3
Q14764	Q14764
Q14764	Q53EP0
Q14764	Q9H0E2
Q14764	Q86UW9
Q14764	Q16656
Q14764	Q96HA8
Q14764	Q8WUN7
Q9Y5A7	Q15427
Q9UIY3	Q15052
Q9UIY3	Q9BTE3
P49759	Q8TBB1
P49759	F5H0Q6
P49759	P84103
P49759	Q16629
P49759	Q07955
P49759	P62995
P49759	A7MD48
P49759	O76083
P49759	O14492
P49759	Q92997
P49759	P49760
P49759	ENSP00000383219
P49759	O75494
P49759	P60409
Q9UBS8	P51668
Q9UBS8	Q9Y2X8
Q9UBS8	Q9UI36
Q9Y6A5	Q9NU19
Q9Y6A5	Q2M2Z5
Q9Y6A5	Q07866
Q9Y6A5	Q99988
Q9Y6A5	Q9BXY8
Q9Y6A5	Q7Z3B4
Q9Y6A5	Q96Q77
Q9Y6A5	Q53TS8
Q9Y6A5	Q5VTR2
Q9Y6A5	Q8TC71
Q9Y6A5	Q86Y33
Q9Y6A5	Q96DY2
Q9Y6A5	Q9GZM8
Q9Y6A5	Q00994
Q9Y6A5	Q7Z614
Q9Y6A5	A5D8V6
Q9Y6A5	Q9BZE9
Q9Y6A5	Q2WGJ6
Q9Y6A5	Q8TD31
Q9Y6A5	Q99819
O94874	Q96JB5
Q9P219	P08754
Q8IY57	Q9NQM4
Q8IY57	Q9UPY8
Q8IY57	P61970
Q8IY57	Q9NWB7
Q8IY57	Q9C086
Q8IY57	Q9P0L2
Q8IY57	O14917
Q8IY57	Q99496
Q8IY57	Q9BT43
Q8IY57	Q92688
Q8IY57	Q96JC9
Q8IY57	Q9Y6X0
Q8IY57	Q6NZI2
Q8IY57	P47929
Q8IY57	Q8TDQ1
Q8IY57	ENSP00000359534
Q8IY57	Q9UKI8
Q8IY57	Q06587
Q8IY57	Q9HD64
Q8IY57	Q9HD64
Q8IY57	O60927
Q8IY57	P47929
Q8IY57	Q5MJ10
P42768	Q92624
P42768	O43639
P42768	Q9P2A4
P42768	O43516
P42768	Q15642
P42768	O94875
P42768	P57075
P16444	Q92624
P16444	Q96EK5
P55957	Q96D03
P55957	Q04864
P55957	O43865
P43243	P43243
P43243	Q13077
P43243	Q9Y272
P43243	Q9UKA9
P43243	A0A140TA69
P43243	Q9BZW7
P43243	P61978
P43243	Q7Z3Y8
P43243	P57721
P43243	Q58EX7
P43243	A8MXP9
Q9H169	Q9Y6D0
Q9H169	Q96IW7
Q9H169	Q96MX0
Q9H169	Q13021
Q9H169	Q9UNK0
Q9H169	O75971
Q9H169	Q6RW13
Q9H169	Q9NR28
Q9H169	Q6UX27
Q9H169	Q9NX47
Q9H169	O95870
Q8IVD9	P63279
Q8IVD9	O95273
Q8IVD9	P60409
P61371	Q8NB15
P61371	Q86U70
Q8NE62	Q7Z3S9
Q8NE62	A0A087WUL8
Q14CN2	Q9Y680
Q14CN2	Q96RD7
Q14CN2	Q92504
Q14CN2	Q9GZR5
Q14CN2	Q5JX71
Q14CN2	Q9Y282
Q14CN2	O15529
Q14CN2	A1A5C7
Q14CN2	Q86VR2
Q14CN2	O14880
Q14CN2	P30273
Q14CN2	Q9NP94
Q14CN2	Q9NY72
Q14CN2	P41181
Q14CN2	Q6P9G4
Q14CN2	Q9NW97
Q14CN2	Q8WY91
Q14CN2	Q8NI22
Q14CN2	Q7Z7N9
Q14CN2	P16150
Q14CN2	ENSG00000215790
P05019	Q14696
P05019	Q9H0I2
P05019	Q8N9N5
P05019	Q8N8B7
P05019	Q13064
Q15311	Q969G3
Q15311	A0A4W8VX11
Q15311	Q96KQ4
Q15311	Q96ED9
Q15311	Q9Y3M2
Q15311	P0C1Z6
Q15311	Q16204
Q15311	Q9Y2J4
Q15311	O60437
Q15311	P43897
Q15311	Q96JN2
Q15311	Q14687
Q15311	Q13227
Q15311	Q9NS37
Q15311	O95995
Q15311	Q8TAB5
Q15311	F8WBY9
Q15311	P11234
Q15311	Q15025
Q15311	Q3YBR2
Q15311	Q86XR8
Q15311	A6NC98
Q15311	Q8NCY6
Q15311	Q8N0S2
Q15311	Q96C28
Q15311	O95751
Q15311	Q86UD0
Q15311	Q63ZY3
Q15311	Q8TD31
Q15311	Q8TDR4
Q15311	Q8IYE1
Q7L099	P20807
Q7L099	Q9P2A4
Q7L099	Q14088
Q9GZV5	Q15562
Q9GZV5	Q8WWV3
Q9GZV5	Q96LT6
Q9GZV5	Q14005
Q9GZV5	Q9NUJ3
Q9GZV5	P28347
Q9GZV5	Q15561
O00116	Q9BQQ3
Q9H5V9	Q8WXW3
Q9H5V9	Q9HAQ2
Q9H5V9	Q9NQG5
Q9H5V9	F8W9G7
Q9H5V9	Q8N4E4
Q9NQV5	Q14192
O43623	P36508
O43623	P68400
O43623	P36406
O43623	P21673
O43623	Q9NPB3
P04233	P37268
P04233	Q8WZA1
P04233	O15155
P04233	Q5BJF2
P04233	O00526
P04233	Q8IYF3
P04233	Q9Y6X1
P04233	P78383
P04233	Q96IW7
P04233	P60201
P04233	Q8TBM7
P04233	Q9UKR5
P04233	Q9BU79
P04233	Q9H2L4
P04233	Q9H0Q3
P04233	Q96FZ5
P04233	Q8N6F1
P04233	Q9UBY5
P04233	Q9BXN2
P04233	P56851
P04233	Q8N912
P04233	Q13635
P04233	A0PK00
P04233	Q5QGT7
P04233	Q5VZY2
P04233	P0DJD7
P04233	B2RUZ4
P14210	P50222
P14210	Q6UY14
Q9UGI0	O75604
Q9UGI0	P31273
Q9UGI0	Q8TAP4
Q9UGI0	Q12774
Q9UGI0	P35590
Q9UGI0	Q92917
Q9UGI0	Q8TBB1
Q9UGI0	Q9BXS5
Q9UGI0	Q9BUZ4
Q9UGI0	O43602
Q9UGI0	Q9H0E2
Q9UGI0	P13010
Q9UGI0	O95398
Q9UGI0	Q6B8I1
Q9UGI0	Q9UJV3
Q9UGI0	Q9HAQ2
Q9UGI0	O75419
Q9UGI0	Q99459
Q9UGI0	Q9BY77
Q9UGI0	O95931
Q9UGI0	O15371
Q9UGI0	O95696
Q9UGI0	O43463
Q9UGI0	Q96C24
Q9UGI0	Q9UEG4
Q9UGI0	Q9BSW7
Q9UGI0	A0A0A0MQW0
Q9UGI0	Q08117
Q9UGI0	Q86YV0
Q9UGI0	Q96BZ8
Q9UGI0	Q8WWY3
Q9UGI0	Q8TBH0
Q9UGI0	P50548
Q9UGI0	P30039
Q9UGI0	P26196
Q9UGI0	Q9Y2I9
Q9UGI0	O43167
Q9UGI0	O43189
Q9UGI0	Q13895
Q9UGI0	Q96B67
Q9UGI0	Q08426
Q9UGI0	Q9UFB7
Q9UGI0	Q9C086
Q9UGI0	Q07002
Q9UGI0	O43395
Q9UGI0	Q5T6S3
Q9UGI0	Q9HC98
Q9UGI0	P09067
Q9UGI0	O15481
Q9UGI0	Q8WXF1
Q9UGI0	Q16512
Q9UGI0	Q9H5Z6
Q9UGI0	Q9H0I2
Q9UGI0	Q9BVV2
Q9UGI0	Q9BZE0
Q9UGI0	Q8IZW8
Q9UGI0	Q9UKW4
Q9UGI0	Q14119
Q9UGI0	Q5T7W7
Q9UGI0	O00560
Q9UGI0	O60941
Q9UGI0	Q96FJ0
Q9UGI0	P55081
Q9UGI0	Q8TBE0
Q9UGI0	Q9BVG8
Q9UGI0	Q9HC52
Q9UGI0	Q9BU76
Q9UGI0	Q8WXB1
Q9UGI0	Q9Y247
Q9UGI0	O95363
Q9UGI0	Q6NYC8
Q9UGI0	Q96HB5
Q9UGI0	Q2TBE0
Q9UGI0	Q96EG3
Q9UGI0	Q96NL3
Q9UGI0	Q96MY7
Q9UGI0	Q9NVQ4
Q9UGI0	P57075
Q9UGI0	Q96PC2
Q9UGI0	P61326
Q9UGI0	Q9UK58
Q9UGI0	P53582
Q9UGI0	O94955
Q9UGI0	Q8NA54
Q9UGI0	P55040
Q9UGI0	Q99633
Q9UGI0	Q9UGP5
Q9UGI0	O43809
Q9UGI0	Q6UB99
Q9UGI0	Q9BRJ7
Q9UGI0	Q8NE01
Q9UGI0	Q96H86
Q9UGI0	Q3B820
Q9UGI0	Q9P0T4
Q9UGI0	O15160
Q9UGI0	Q15560
Q9UGI0	P47897
Q9UGI0	Q14005
Q9UGI0	Q8TAU3
Q9UGI0	Q6ZNH5
Q9UGI0	Q9Y4K3
Q9UGI0	Q9H9D4
Q9UGI0	Q3SY00
Q9UGI0	Q86XF7
Q9UGI0	Q8N8B7
Q9UGI0	Q8N715
Q9UGI0	Q9UBL6
Q9UGI0	Q9H707
Q9UGI0	Q8TAE8
Q9UGI0	Q5T619
Q9UGI0	Q3KQV3
Q9UGI0	Q7Z4V0
Q9UGI0	Q9BT49
Q9UGI0	J3KNN9
Q9UGI0	P17021
Q9UGI0	O15442
Q9UGI0	Q9UJ04
Q9UGI0	Q494U1
Q9UGI0	P59910
Q9UGI0	Q96EZ8
Q9UGI0	Q9H257
Q9UGI0	Q9ULM2
Q9UGI0	P15622
Q9UGI0	Q15973
Q9UGI0	Q96BV0
Q9UGI0	P0DI81
